Sales id,Vehicle id,Vehicle Category,Brand,Body Type,Model,Fuel Type,Year,Month,Monthly Sales,Mumbai Sales,Delhi Sales,Total Sales,MoM(%),"Vehicle Price(EX-showroom,RTO,Insurance)",Sales Type(New/Resold),Vehicle Age,Resale Value,Depreciation Rate(%)
S418,V030,Car,Kia,SUV,Seltos,Diesel,2023,December,9957,1191,1583,2774,15.8,1503387,Resold,5,116903,40
S419,V031,Car,Kia,SUV,Sonet,Diesel,2024,January,11530,1312,1730,3042,-21.06,1234313,Resold,5,95980,40
S420,V031,Car,Kia,SUV,Sonet,Diesel,2024,February,9102,1036,1365,2401,-3.87,1234313,Resold,5,95980,40
S421,V031,Car,Kia,SUV,Sonet,Diesel,2024,March,8750,996,1313,2309,-9.7,1234313,Resold,5,95980,40
S422,V031,Car,Kia,SUV,Sonet,Diesel,2024,April,7901,899,1185,2084,-5.92,1234313,Resold,5,95980,40
S423,V031,Car,Kia,SUV,Sonet,Diesel,2024,May,7433,846,1115,1961,32.06,1234313,Resold,5,95980,40
S424,V031,Car,Kia,SUV,Sonet,Diesel,2024,June,9816,1117,1472,2589,-3.64,1234313,Resold,5,95980,40
S425,V031,Car,Kia,SUV,Sonet,Diesel,2024,July,9459,1076,1419,2495,6.49,1234313,Resold,5,95980,40
S426,V031,Car,Kia,SUV,Sonet,Diesel,2024,August,10073,1146,1511,2657,2.6,1234313,Resold,5,95980,40
S427,V031,Car,Kia,SUV,Sonet,Diesel,2024,September,10335,1176,1550,2726,-6.15,1234313,Resold,5,95980,40
S428,V031,Car,Kia,SUV,Sonet,Diesel,2024,October,9699,1104,1455,2559,-4.58,1234313,Resold,5,95980,40
S429,V031,Car,Kia,SUV,Sonet,Diesel,2024,November,9255,1053,1388,2441,0.06,1234313,Resold,5,95980,40
S430,V031,Car,Kia,SUV,Sonet,Diesel,2023,January,9261,1108,1472,2580,6.21,1234313,Resold,5,95980,40
S431,V031,Car,Kia,SUV,Sonet,Diesel,2023,February,9836,1176,1564,2740,-11.78,1234313,Resold,5,95980,40
S432,V031,Car,Kia,SUV,Sonet,Diesel,2023,March,8677,1038,1380,2418,12.3,1234313,Resold,5,95980,40
S433,V031,Car,Kia,SUV,Sonet,Diesel,2023,April,9744,1165,1549,2714,-15.32,1234313,Resold,5,95980,40
S434,V031,Car,Kia,SUV,Sonet,Diesel,2023,May,8251,987,1312,2299,-6.41,1234313,Resold,5,95980,40
S435,V031,Car,Kia,SUV,Sonet,Diesel,2023,June,7722,924,1228,2152,-15.92,1234313,Resold,5,95980,40
S436,V031,Car,Kia,SUV,Sonet,Diesel,2023,October,6493,777,1032,1809,-0.92,1234313,Resold,5,95980,40
S437,V031,Car,Kia,SUV,Sonet,Diesel,2023,November,6433,769,1023,1792,138.92,1234313,Resold,5,95980,40
S438,V032,Car,Maruti Suzuki,HatchBack,Swift,Petrol,2024,January,15370,1749,2306,4055,-14.35,723853,Resold,5,56287,40
S439,V032,Car,Maruti Suzuki,HatchBack,Swift,Petrol,2024,February,13165,1498,1975,3473,19.47,723853,Resold,5,56287,40
S440,V032,Car,Maruti Suzuki,HatchBack,Swift,Petrol,2024,March,15728,1790,2359,4149,23.3,723853,Resold,5,56287,40
S441,V032,Car,Maruti Suzuki,HatchBack,Swift,Petrol,2024,May,19393,2207,2909,5116,-15.32,723853,Resold,5,56287,40
S442,V032,Car,Maruti Suzuki,HatchBack,Swift,Petrol,2024,June,16422,1869,2463,4332,2.63,723853,Resold,5,56287,40
S443,V032,Car,Maruti Suzuki,HatchBack,Swift,Petrol,2024,July,16854,1918,2528,4446,-23.79,723853,Resold,5,56287,40
S444,V032,Car,Maruti Suzuki,HatchBack,Swift,Petrol,2024,August,12844,1462,1927,3389,26.45,723853,Resold,5,56287,40
S445,V032,Car,Maruti Suzuki,HatchBack,Swift,Petrol,2024,September,16241,1848,2436,4284,7.99,723853,Resold,5,56287,40
S446,V032,Car,Maruti Suzuki,HatchBack,Swift,Petrol,2024,October,17539,1996,2631,4627,-15.98,723853,Resold,5,56287,40
S447,V032,Car,Maruti Suzuki,HatchBack,Swift,Petrol,2024,November,14737,1677,2211,3888,-29.29,723853,Resold,5,56287,40
S448,V032,Car,Maruti Suzuki,HatchBack,Swift,Petrol,2024,December,10421,1186,1563,2749,57.76,723853,Resold,5,56287,40
S449,V032,Car,Maruti Suzuki,HatchBack,Swift,Petrol,2023,January,16440,1966,2614,4580,12,723853,Resold,5,56287,40
S450,V032,Car,Maruti Suzuki,HatchBack,Swift,Petrol,2023,February,18412,2202,2928,5130,-4.63,723853,Resold,5,56287,40
S451,V032,Car,Maruti Suzuki,HatchBack,Swift,Petrol,2023,March,17559,2100,2792,4892,6.8,723853,Resold,5,56287,40
S452,V032,Car,Maruti Suzuki,HatchBack,Swift,Petrol,2023,April,18753,2243,2982,5225,-7.5,723853,Resold,5,56287,40
S453,V032,Car,Maruti Suzuki,HatchBack,Swift,Petrol,2023,May,17346,2075,2758,4833,-8.02,723853,Resold,5,56287,40
S454,V032,Car,Maruti Suzuki,HatchBack,Swift,Petrol,2023,June,15955,1908,2537,4445,12.17,723853,Resold,5,56287,40
S455,V032,Car,Maruti Suzuki,HatchBack,Swift,Petrol,2023,July,17896,2140,2845,4985,4.23,723853,Resold,5,56287,40
S456,V032,Car,Maruti Suzuki,HatchBack,Swift,Petrol,2023,August,18653,2231,2966,5197,-21.18,723853,Resold,5,56287,40
S457,V032,Car,Maruti Suzuki,HatchBack,Swift,Petrol,2023,September,14703,1758,2338,4096,40.09,723853,Resold,5,56287,40
S458,V032,Car,Maruti Suzuki,HatchBack,Swift,Petrol,2023,October,20598,2464,3275,5739,-25.67,723853,Resold,5,56287,40
S459,V032,Car,Maruti Suzuki,HatchBack,Swift,Petrol,2023,November,15311,1831,2434,4265,-22.65,723853,Resold,5,56287,40
S460,V032,Car,Maruti Suzuki,HatchBack,Swift,Petrol,2023,December,11843,1416,1883,3299,-48.84,723853,Resold,5,56287,40
S461,V033,Car,Mahindra,SUV,Thar,Diesel,2024,January,6059,690,909,1599,-4.08,1284388,Resold,5,99874,40
S462,V033,Car,Mahindra,SUV,Thar,Diesel,2024,February,5812,661,872,1533,4.08,1284388,Resold,5,99874,40
S463,V033,Car,Mahindra,SUV,Thar,Diesel,2024,March,6049,688,907,1595,1.84,1284388,Resold,5,99874,40
S464,V033,Car,Mahindra,SUV,Thar,Diesel,2024,April,6160,701,924,1625,-6.66,1284388,Resold,5,99874,40
S465,V033,Car,Mahindra,SUV,Thar,Diesel,2024,May,5750,654,863,1517,-6.5,1284388,Resold,5,99874,40
S466,V033,Car,Mahindra,SUV,Thar,Diesel,2024,June,5376,612,806,1418,64.49,1284388,Resold,5,99874,40
S467,V033,Car,Mahindra,SUV,Thar,Diesel,2024,September,8843,1006,1326,2332,-10.17,1284388,Resold,5,99874,40
S468,V033,Car,Mahindra,SUV,Thar,Diesel,2024,October,7944,904,1192,2096,9.62,1284388,Resold,5,99874,40
S469,V033,Car,Mahindra,SUV,Thar,Diesel,2024,November,8708,991,1306,2297,-12.05,1284388,Resold,5,99874,40
S470,V033,Car,Mahindra,SUV,Thar,Diesel,2024,December,7659,872,1149,2021,-34.67,1284388,Resold,5,99874,40
S471,V033,Car,Mahindra,SUV,Thar,Diesel,2023,February,5004,598,796,1394,0.08,1284388,Resold,5,99874,40
S472,V033,Car,Mahindra,SUV,Thar,Diesel,2023,March,5008,599,796,1395,5.87,1284388,Resold,5,99874,40
S473,V033,Car,Mahindra,SUV,Thar,Diesel,2023,April,5302,634,843,1477,-18.97,1284388,Resold,5,99874,40
S474,V033,Car,Mahindra,SUV,Thar,Diesel,2023,May,4296,514,683,1197,22.56,1284388,Resold,5,99874,40
S475,V033,Car,Mahindra,SUV,Thar,Diesel,2023,July,5265,630,837,1467,13.03,1284388,Resold,5,99874,40
S476,V033,Car,Mahindra,SUV,Thar,Diesel,2023,August,5951,712,946,1658,-8.97,1284388,Resold,5,99874,40
S477,V033,Car,Mahindra,SUV,Thar,Diesel,2023,September,5417,648,861,1509,3.25,1284388,Resold,5,99874,40
S478,V033,Car,Mahindra,SUV,Thar,Diesel,2023,October,5593,669,889,1558,3.88,1284388,Resold,5,99874,40
S479,V033,Car,Mahindra,SUV,Thar,Diesel,2023,November,5810,695,924,1619,-0.29,1284388,Resold,5,99874,40
S480,V033,Car,Mahindra,SUV,Thar,Diesel,2023,December,5793,693,921,1614,11.89,1284388,Resold,5,99874,40
S481,V034,Car,Tata,HatchBack,Tiago,CNG,2024,January,6482,738,972,1710,7.17,662779,Resold,5,51538,40
S482,V034,Car,Tata,HatchBack,Tiago,CNG,2024,February,6947,791,1042,1833,-8.15,662779,Resold,5,51538,40
S483,V034,Car,Tata,HatchBack,Tiago,CNG,2024,March,6381,726,957,1683,6.5,662779,Resold,5,51538,40
S484,V034,Car,Tata,HatchBack,Tiago,CNG,2024,April,6796,773,1019,1792,-12.79,662779,Resold,5,51538,40
S485,V034,Car,Tata,HatchBack,Tiago,CNG,2024,May,5927,674,889,1563,-12.7,662779,Resold,5,51538,40
S486,V034,Car,Tata,HatchBack,Tiago,CNG,2024,June,5174,589,776,1365,9.49,662779,Resold,5,51538,40
S487,V034,Car,Tata,HatchBack,Tiago,CNG,2024,July,5665,645,850,1495,-11.63,662779,Resold,5,51538,40
S488,V034,Car,Tata,HatchBack,Tiago,CNG,2024,December,5006,570,751,1321,80.42,662779,Resold,5,51538,40
S489,V034,Car,Tata,HatchBack,Tiago,CNG,2023,January,9032,1080,1436,2516,-17.44,662779,Resold,5,51538,40
S490,V034,Car,Tata,HatchBack,Tiago,CNG,2023,February,7457,892,1186,2078,-1.22,662779,Resold,5,51538,40
S491,V034,Car,Tata,HatchBack,Tiago,CNG,2023,March,7366,881,1171,2052,14.72,662779,Resold,5,51538,40
S492,V064,Car,Tata,HatchBack,Tiago,Electric,2023,April,8450,1011,1344,2355,-3.75,832960,Resold,4,107952,40
S493,V064,Car,Tata,HatchBack,Tiago,Electric,2023,May,8133,973,1293,2266,0.02,832960,Resold,4,107952,40
S494,V064,Car,Tata,HatchBack,Tiago,Electric,2023,June,8135,973,1293,2266,10.41,832960,Resold,4,107952,40
S495,V064,Car,Tata,HatchBack,Tiago,Electric,2023,July,8982,1074,1428,2502,5.36,832960,Resold,4,107952,40
S496,V064,Car,Tata,HatchBack,Tiago,Electric,2023,August,9463,1132,1505,2637,-28.26,832960,Resold,4,107952,40
S497,V064,Car,Tata,HatchBack,Tiago,Electric,2023,September,6789,812,1079,1891,-18.87,832960,Resold,4,107952,40
S498,V064,Car,Tata,HatchBack,Tiago,Electric,2023,November,5508,659,876,1535,-11.91,832960,Resold,4,107952,40
S499,V064,Car,Tata,HatchBack,Tiago,Electric,2023,December,4852,580,771,1351,143.84,832960,Resold,4,107952,40
S500,V035,Car,Hyundai,SUV,Venue,Petrol,2024,January,11831,1346,1775,3121,-24.49,896234,Resold,5,69691,40
S501,V035,Car,Hyundai,SUV,Venue,Petrol,2024,February,8933,1017,1340,2357,7.62,896234,Resold,5,69691,40
S502,V035,Car,Hyundai,SUV,Venue,Petrol,2024,March,9614,1094,1442,2536,-5.14,896234,Resold,5,69691,40
S503,V035,Car,Hyundai,SUV,Venue,Petrol,2024,April,9120,1038,1368,2406,2.27,896234,Resold,5,69691,40
S504,V035,Car,Hyundai,SUV,Venue,Petrol,2024,May,9327,1061,1399,2460,6.04,896234,Resold,5,69691,40
S505,V035,Car,Hyundai,SUV,Venue,Petrol,2024,June,9890,1125,1484,2609,-10.62,896234,Resold,5,69691,40
S506,V035,Car,Hyundai,SUV,Venue,Petrol,2024,July,8840,1006,1326,2332,2.77,896234,Resold,5,69691,40
S507,V035,Car,Hyundai,SUV,Venue,Petrol,2024,August,9085,1034,1363,2397,12.92,896234,Resold,5,69691,40
S508,V035,Car,Hyundai,SUV,Venue,Petrol,2024,September,10259,1167,1539,2706,6.26,896234,Resold,5,69691,40
S509,V035,Car,Hyundai,SUV,Venue,Petrol,2024,October,10901,1241,1635,2876,-10.52,896234,Resold,5,69691,40
S510,V035,Car,Hyundai,SUV,Venue,Petrol,2024,November,9754,1110,1463,2573,5.24,896234,Resold,5,69691,40
S511,V035,Car,Hyundai,SUV,Venue,Petrol,2024,December,10265,1168,1540,2708,4.61,896234,Resold,5,69691,40
S512,V035,Car,Hyundai,SUV,Venue,Petrol,2023,January,10738,1284,1707,2991,-6.9,896234,Resold,5,69691,40
S513,V035,Car,Hyundai,SUV,Venue,Petrol,2023,February,9997,1196,1590,2786,0.27,896234,Resold,5,69691,40
S514,V035,Car,Hyundai,SUV,Venue,Petrol,2023,March,10024,1199,1594,2793,3.17,896234,Resold,5,69691,40
S515,V035,Car,Hyundai,SUV,Venue,Petrol,2023,April,10342,1237,1644,2881,-1.25,896234,Resold,5,69691,40
S516,V035,Car,Hyundai,SUV,Venue,Petrol,2023,May,10213,1221,1624,2845,13.64,896234,Resold,5,69691,40
S517,V035,Car,Hyundai,SUV,Venue,Petrol,2023,June,11606,1388,1845,3233,-13.3,896234,Resold,5,69691,40
S518,V035,Car,Hyundai,SUV,Venue,Petrol,2023,July,10062,1203,1600,2803,8.81,896234,Resold,5,69691,40
S519,V035,Car,Hyundai,SUV,Venue,Petrol,2023,August,10948,1309,1741,3050,11.47,896234,Resold,5,69691,40
S520,V035,Car,Hyundai,SUV,Venue,Petrol,2023,September,12204,1460,1940,3400,-5.1,896234,Resold,5,69691,40
S521,V035,Car,Hyundai,SUV,Venue,Petrol,2023,October,11581,1385,1841,3226,-3.46,896234,Resold,5,69691,40
S522,V035,Car,Hyundai,SUV,Venue,Petrol,2023,November,11180,1337,1778,3115,-7.13,896234,Resold,5,69691,40
S523,V035,Car,Hyundai,SUV,Venue,Petrol,2023,December,10383,1242,1651,2893,51.83,896234,Resold,5,69691,40
S524,V036,Car,Maruti Suzuki,SUV,Vitrara Brezza,Petrol,2024,February,15765,1794,2365,4159,-7.3,1149000,Resold,5,89346,40
S525,V036,Car,Maruti Suzuki,SUV,Vitrara Brezza,Petrol,2024,March,14614,1663,2192,3855,-2.93,1149000,Resold,5,89346,40
S526,V036,Car,Maruti Suzuki,SUV,Vitrara Brezza,Petrol,2024,May,14186,1614,2128,3742,1.22,1149000,Resold,5,89346,40
S527,V036,Car,Maruti Suzuki,SUV,Vitrara Brezza,Petrol,2023,January,14359,1717,2283,4000,9.94,1149000,Resold,5,89346,40
S528,V036,Car,Maruti Suzuki,SUV,Vitrara Brezza,Petrol,2023,February,15787,1888,2510,4398,2.79,1149000,Resold,5,89346,40
S529,V036,Car,Maruti Suzuki,SUV,Vitrara Brezza,Petrol,2023,March,16227,1941,2580,4521,-17.43,1149000,Resold,5,89346,40
S530,V036,Car,Maruti Suzuki,SUV,Vitrara Brezza,Petrol,2023,May,13398,1602,2130,3732,-21.05,1149000,Resold,5,89346,40
S531,V036,Car,Maruti Suzuki,SUV,Vitrara Brezza,Petrol,2023,June,10578,1265,1682,2947,56.39,1149000,Resold,5,89346,40
S532,V036,Car,Maruti Suzuki,SUV,Vitrara Brezza,Petrol,2023,July,16543,1979,2630,4609,-19.04,1149000,Resold,5,89346,40
S533,V036,Car,Maruti Suzuki,SUV,Vitrara Brezza,Petrol,2023,November,13393,1602,2129,3731,32.58,1149000,Resold,5,89346,40
S534,V037,Car,Maruti Suzuki,HatchBack,Wagon R,Petrol,2024,January,17756,2021,2663,4684,9.33,614762,Resold,5,47804,40
S535,V037,Car,Maruti Suzuki,HatchBack,Wagon R,Petrol,2024,February,19412,2209,2912,5121,-15.68,614762,Resold,5,47804,40
S536,V037,Car,Maruti Suzuki,HatchBack,Wagon R,Petrol,2024,March,16368,1863,2455,4318,9.05,614762,Resold,5,47804,40
S537,V037,Car,Maruti Suzuki,HatchBack,Wagon R,Petrol,2024,April,17850,2031,2678,4709,-18.81,614762,Resold,5,47804,40
S538,V037,Car,Maruti Suzuki,HatchBack,Wagon R,Petrol,2024,May,14492,1649,2174,3823,-4.84,614762,Resold,5,47804,40
S539,V037,Car,Maruti Suzuki,HatchBack,Wagon R,Petrol,2024,June,13790,1569,2069,3638,17.41,614762,Resold,5,47804,40
S540,V037,Car,Maruti Suzuki,HatchBack,Wagon R,Petrol,2024,July,16191,1843,2429,4272,1.6,614762,Resold,5,47804,40
S541,V037,Car,Maruti Suzuki,HatchBack,Wagon R,Petrol,2024,August,16450,1872,2468,4340,-18.91,614762,Resold,5,47804,40
S542,V037,Car,Maruti Suzuki,HatchBack,Wagon R,Petrol,2024,September,13339,1518,2001,3519,4.37,614762,Resold,5,47804,40
S543,V037,Car,Maruti Suzuki,HatchBack,Wagon R,Petrol,2024,October,13922,1584,2088,3672,0.43,614762,Resold,5,47804,40
S544,V037,Car,Maruti Suzuki,HatchBack,Wagon R,Petrol,2024,November,13982,1591,2097,3688,23.75,614762,Resold,5,47804,40
S545,V037,Car,Maruti Suzuki,HatchBack,Wagon R,Petrol,2024,December,17303,1969,2595,4564,18.28,614762,Resold,5,47804,40
S546,V037,Car,Maruti Suzuki,HatchBack,Wagon R,Petrol,2023,January,20466,2448,3254,5702,-17.48,614762,Resold,5,47804,40
S547,V037,Car,Maruti Suzuki,HatchBack,Wagon R,Petrol,2023,February,16889,2020,2685,4705,2.46,614762,Resold,5,47804,40
S548,V037,Car,Maruti Suzuki,HatchBack,Wagon R,Petrol,2023,March,17305,2070,2751,4821,20.65,614762,Resold,5,47804,40
S549,V037,Car,Maruti Suzuki,HatchBack,Wagon R,Petrol,2023,April,20879,2497,3320,5817,-22.13,614762,Resold,5,47804,40
S550,V037,Car,Maruti Suzuki,HatchBack,Wagon R,Petrol,2023,May,16258,1944,2585,4529,7.52,614762,Resold,5,47804,40
S551,V037,Car,Maruti Suzuki,HatchBack,Wagon R,Petrol,2023,June,17481,2091,2779,4870,-25.81,614762,Resold,5,47804,40
S552,V037,Car,Maruti Suzuki,HatchBack,Wagon R,Petrol,2023,July,12970,1551,2062,3613,20.11,614762,Resold,5,47804,40
S553,V037,Car,Maruti Suzuki,HatchBack,Wagon R,Petrol,2023,August,15578,1863,2477,4340,4.31,614762,Resold,5,47804,40
S554,V037,Car,Maruti Suzuki,HatchBack,Wagon R,Petrol,2023,September,16250,1944,2584,4528,35.88,614762,Resold,5,47804,40
S555,V037,Car,Maruti Suzuki,HatchBack,Wagon R,Petrol,2023,October,22080,2641,3511,6152,-24.97,614762,Resold,5,47804,40
S556,V037,Car,Maruti Suzuki,HatchBack,Wagon R,Petrol,2023,November,16567,1981,2634,4615,-48.22,614762,Resold,5,47804,40
S557,V037,Car,Maruti Suzuki,HatchBack,Wagon R,Petrol,2023,December,8578,1026,1364,2390,4.92,614762,Resold,5,47804,40
S558,V038,Car,Mahindra,SUV,XUV 300,Diesel,2024,August,9000,1024,1350,2374,6.24,1476000,Resold,5,114774,40
S559,V038,Car,Mahindra,SUV,XUV 300,Diesel,2024,October,9562,1088,1434,2522,-46.37,1476000,Resold,5,114774,40
S560,V038,Car,Mahindra,SUV,XUV 300,Diesel,2023,March,5128,613,815,1428,-1.29,1476000,Resold,5,114774,40
S561,V038,Car,Mahindra,SUV,XUV 300,Diesel,2023,April,5062,605,805,1410,0.63,1476000,Resold,5,114774,40
S562,V038,Car,Mahindra,SUV,XUV 300,Diesel,2023,June,5094,609,810,1419,-2,1476000,Resold,5,114774,40
S563,V038,Car,Mahindra,SUV,XUV 300,Diesel,2023,August,4992,597,794,1391,100.32,1476000,Resold,5,114774,40
S564,V039,Car,Mahindra,SUV,XUV 3X0,Petrol,2024,May,10000,1138,1500,2638,-15,1499000,New,1,1499000,0
S565,V039,Car,Mahindra,SUV,XUV 3X0,Petrol,2024,June,8500,967,1275,2242,17.65,1499000,New,1,1499000,0
S566,V039,Car,Mahindra,SUV,XUV 3X0,Petrol,2024,July,10000,1138,1500,2638,-10,1499000,New,1,1499000,0
S567,V039,Car,Mahindra,SUV,XUV 3X0,Petrol,2024,September,9000,1024,1350,2374,-14.93,1499000,New,1,1499000,0
S568,V039,Car,Mahindra,SUV,XUV 3X0,Petrol,2024,November,7656,871,1148,2019,-8.57,1499000,New,1,1499000,0
S569,V039,Car,Mahindra,SUV,XUV 3X0,Petrol,2024,December,7000,797,1050,1847,-26.79,1499000,New,1,1499000,0
S570,V039,Car,Mahindra,SUV,XUV 3X0,Petrol,2023,May,5125,613,815,1428,40.6,1499000,New,1,1499000,0
S571,V040,Car,Mahindra,SUV,XUV 700,Diesel,2024,January,7206,820,1081,1901,-9.15,1754462,Resold,3,898285,20
S572,V040,Car,Mahindra,SUV,XUV 700,Diesel,2024,February,6547,745,982,1727,0.98,1754462,Resold,3,898285,20
S573,V040,Car,Mahindra,SUV,XUV 700,Diesel,2024,March,6611,752,992,1744,-7.22,1754462,Resold,3,898285,20
S574,V040,Car,Mahindra,SUV,XUV 700,Diesel,2024,April,6134,698,920,1618,-3.36,1754462,Resold,3,898285,20
S575,V040,Car,Mahindra,SUV,XUV 700,Diesel,2024,June,5928,675,889,1564,31.06,1754462,Resold,3,898285,20
S576,V040,Car,Mahindra,SUV,XUV 700,Diesel,2024,July,7769,884,1165,2049,15.94,1754462,Resold,3,898285,20
S577,V040,Car,Mahindra,SUV,XUV 700,Diesel,2024,August,9007,1025,1351,2376,7.09,1754462,Resold,3,898285,20
S578,V040,Car,Mahindra,SUV,XUV 700,Diesel,2024,September,9646,1098,1447,2545,8.18,1754462,Resold,3,898285,20
S579,V040,Car,Mahindra,SUV,XUV 700,Diesel,2024,October,10435,1188,1565,2753,-12.79,1754462,Resold,3,898285,20
S580,V040,Car,Mahindra,SUV,XUV 700,Diesel,2024,November,9100,1036,1365,2401,-19.37,1754462,Resold,3,898285,20
S581,V040,Car,Mahindra,SUV,XUV 700,Diesel,2024,December,7337,835,1101,1936,-21.13,1754462,Resold,3,898285,20
S582,V040,Car,Mahindra,SUV,XUV 700,Diesel,2023,January,5787,692,920,1612,-22.15,1754462,Resold,3,898285,20
S583,V040,Car,Mahindra,SUV,XUV 700,Diesel,2023,February,4505,539,716,1255,13.36,1754462,Resold,3,898285,20
S584,V040,Car,Mahindra,SUV,XUV 700,Diesel,2023,March,5107,611,812,1423,5.56,1754462,Resold,3,898285,20
S585,V040,Car,Mahindra,SUV,XUV 700,Diesel,2023,June,5391,645,857,1502,14.56,1754462,Resold,3,898285,20
S586,V040,Car,Mahindra,SUV,XUV 700,Diesel,2023,July,6176,739,982,1721,5.44,1754462,Resold,3,898285,20
S587,V040,Car,Mahindra,SUV,XUV 700,Diesel,2023,August,6512,779,1035,1814,31.37,1754462,Resold,3,898285,20
S588,V040,Car,Mahindra,SUV,XUV 700,Diesel,2023,September,8555,1023,1360,2383,8.67,1754462,Resold,3,898285,20
S589,V040,Car,Mahindra,SUV,XUV 700,Diesel,2023,October,9297,1112,1478,2590,-22.33,1754462,Resold,3,898285,20
S590,V040,Car,Mahindra,SUV,XUV 700,Diesel,2023,November,7221,864,1148,2012,-18.56,1754462,Resold,3,898285,20
S591,V040,Car,Mahindra,SUV,XUV 700,Diesel,2023,December,5881,703,935,1638,45.79,1754462,Resold,3,898285,20
S592,V041,Car,Mahindra,MUV,Bolero,Diesel,2023,January,8574,1025,1363,2388,14.09,1109193,Resold,5,86251,40
S593,V041,Car,Mahindra,MUV,Bolero,Diesel,2023,February,9782,1170,1555,2725,-2.41,1109193,Resold,5,86251,40
S594,V041,Car,Mahindra,MUV,Bolero,Diesel,2023,March,9546,1142,1518,2660,-5.15,1109193,Resold,5,86251,40
S595,V041,Car,Mahindra,MUV,Bolero,Diesel,2023,April,9054,1083,1440,2523,-4.06,1109193,Resold,5,86251,40
S596,V041,Car,Mahindra,MUV,Bolero,Diesel,2023,June,8686,1039,1381,2420,2.71,1109193,Resold,5,86251,40
S597,V041,Car,Mahindra,MUV,Bolero,Diesel,2023,July,8921,1067,1418,2485,-40.41,1109193,Resold,5,86251,40
S598,V042,Car,Kia,SUV,Carens,Petrol,2024,May,5316,605,797,1402,19.77,1228150,Resold,2,786016,20
S599,V042,Car,Kia,SUV,Carens,Petrol,2023,May,6367,761,1012,1773,28.55,1228150,Resold,3,628813,20
S600,V043,Car,Hyundai,SUV,Elite i20,Diesel,2023,January,8185,979,1301,2280,42.75,941000,Resold,3,481792,20
S601,V044,Two-Wheeler,Ather,EV Scooter,450X,Electric,2024,January,11865,1187,1780,2967,-72.93,154980,Resold,5,12051,40
S602,V044,Two-Wheeler,Ather,EV Scooter,450X,Electric,2024,February,11094,1109,1664,2773,-72.59,154980,Resold,5,12051,40
S603,V044,Two-Wheeler,Ather,EV Scooter,450X,Electric,2024,March,11821,1182,1773,2955,-73.31,154980,Resold,5,12051,40
S604,V044,Two-Wheeler,Ather,EV Scooter,450X,Electric,2024,April,8850,885,1328,2213,-64.78,154980,Resold,5,12051,40
S605,V044,Two-Wheeler,Ather,EV Scooter,450X,Electric,2024,May,7023,702,1053,1755,-53.72,154980,Resold,5,12051,40
S606,V044,Two-Wheeler,Ather,EV Scooter,450X,Electric,2024,June,7943,794,1191,1985,-61.37,154980,Resold,5,12051,40
S607,V044,Two-Wheeler,Ather,EV Scooter,450X,Electric,2024,July,11088,1109,1663,2772,-74.31,154980,Resold,5,12051,40
S608,V044,Two-Wheeler,Ather,EV Scooter,450X,Electric,2024,August,13232,1323,1985,3308,-78.26,154980,Resold,5,12051,40
S609,V044,Two-Wheeler,Ather,EV Scooter,450X,Electric,2024,September,16582,1658,2487,4145,-81.84,154980,Resold,5,12051,40
S610,V044,Two-Wheeler,Ather,EV Scooter,450X,Electric,2024,October,20133,2013,3020,5033,-82.81,154980,Resold,5,12051,40
S611,V044,Two-Wheeler,Ather,EV Scooter,450X,Electric,2024,November,13317,1332,1998,3330,-83.43,154980,Resold,5,12051,40
S612,V044,Two-Wheeler,Ather,EV Scooter,450X,Electric,2024,December,9436,944,1415,2359,-74.28,154980,Resold,5,12051,40
S613,V044,Two-Wheeler,Ather,EV Scooter,450X,Electric,2023,January,14802,1547,1776,3323,-59.6,154980,Resold,5,12051,40
S614,V044,Two-Wheeler,Ather,EV Scooter,450X,Electric,2023,February,12147,1269,1458,2727,-44.63,154980,Resold,5,12051,40
S615,V044,Two-Wheeler,Ather,EV Scooter,450X,Electric,2023,March,12554,1312,1506,2818,-64.72,154980,Resold,5,12051,40
S616,V044,Two-Wheeler,Ather,EV Scooter,450X,Electric,2023,April,6746,705,810,1515,-55.68,154980,Resold,5,12051,40
S617,V044,Two-Wheeler,Ather,EV Scooter,450X,Electric,2023,May,9670,1011,1160,2171,-73.1,154980,Resold,5,12051,40
S618,V044,Two-Wheeler,Ather,EV Scooter,450X,Electric,2023,June,10202,1066,1224,2290,-67.33,154980,Resold,5,12051,40
S619,V044,Two-Wheeler,Ather,EV Scooter,450X,Electric,2023,July,8062,842,967,1809,-62.09,154980,Resold,5,12051,40
S620,V044,Two-Wheeler,Ather,EV Scooter,450X,Electric,2023,August,8243,861,989,1850,-60.27,154980,Resold,5,12051,40
S621,V044,Two-Wheeler,Ather,EV Scooter,450X,Electric,2023,September,6955,727,835,1562,-55.13,154980,Resold,5,12051,40
S622,V044,Two-Wheeler,Ather,EV Scooter,450X,Electric,2023,October,10548,1102,1266,2368,-63.15,154980,Resold,5,12051,40
S623,V044,Two-Wheeler,Ather,EV Scooter,450X,Electric,2023,November,7794,814,935,1749,-53.13,154980,Resold,5,12051,40
S624,V044,Two-Wheeler,Ather,EV Scooter,450X,Electric,2023,December,4622,483,555,1038,-37.11,154980,Resold,5,12051,40
S625,V045,Two-Wheeler,Bajaj,Motorcycle,Platina 110,Petrol,2024,July,44000,4400,6600,11000,128.64,83125,Resold,3,42560,20
